locationId,month,review_count,rating,avg_sentiment,dom_count,intl_count,service_score,staff_score,quality_score,facility_score,cleanliness_score,price_score,ambiance_score,food_score,dom_sentiment,intl_sentiment,temp_mean,temp_min,temp_max,rainfall_mm,sunshine_hours,rainy_days,holiday_count,review_count_smoothed,avg_sentiment_smoothed
d10077795,2017-12-01,9,5.0,0.3125,0,9,0.8666666666666667,0.7333333333333333,0.43333333333333335,0.16666666666666666,0.0,0.06666666666666667,0.0,0.23333333333333328,0.0,0.3125,22.11935483870968,20.33333333333333,24.80967741935484,164.5,0.0,21.0,0.0,5.0,0.3072916666666667
d10077795,2018-01-01,2,4.5,0.325,0,2,0.8500000000000001,0.9,0.45,0.0,0.0,0.0,0.0,0.4,0.0,0.325,22.225806451612904,20.4,24.9741935483871,23.6,0.0,12.0,1.0,4.333333333333333,0.3125
d10077795,2018-02-01,3,4.666666666666667,0.4375,0,3,0.9,0.8666666666666667,0.9,0.26666666666666666,0.0,0.0,0.5666666666666668,0.0,0.0,0.4375,21.49642857142857,19.03333333333333,24.82857142857143,11.7,0.0,3.0,7.0,4.666666666666667,0.35833333333333334
d10077795,2018-03-01,3,4.666666666666667,0.4000000000000001,0,3,0.9,0.9,0.8666666666666667,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.4000000000000001,24.40322580645161,21.825806451612905,27.94193548387097,30.5,0.0,5.0,0.0,2.6666666666666665,0.3875
d10077795,2018-04-01,6,5.0,0.5,2,4,0.8833333333333333,0.8833333333333333,0.8500000000000001,0.26666666666666666,0.0,0.0,0.4166666666666667,0.7000000000000001,0.42500000000000004,0.5375,26.19333333333333,23.07241379310345,30.228571428571428,105.4,0.0,4.0,2.0,4.0,0.44583333333333336
d10077795,2018-05-01,4,5.0,0.578125,2,2,0.875,0.9,0.875,0.35,0.0,0.0,0.8500000000000001,0.775,0.61875,0.5375000000000001,29.27741935483871,25.613333333333333,34.00333333333334,5.1,0.0,2.0,1.0,4.333333333333333,0.49270833333333336
d10077795,2018-06-01,4,5.0,0.45625000000000004,2,2,0.9,0.9,0.8500000000000001,0.35,0.0,0.0,0.65,0.0,0.47500000000000003,0.4375,30.21,26.616666666666667,34.92068965517242,151.2,0.0,11.0,0.0,4.666666666666667,0.5114583333333333
d10077795,2018-07-01,2,5.0,0.48750000000000004,1,1,0.9,0.9,0.8500000000000001,0.35,0.0,0.0,0.9,0.0,0.525,0.45,29.845161290322583,26.68387096774193,34.20666666666667,184.2,0.0,14.0,0.0,3.3333333333333335,0.5072916666666667
d10077795,2018-08-01,4,5.0,0.421875,2,2,0.9,0.9,0.8,0.0,0.0,0.0,0.4,0.375,0.36875,0.47500000000000003,30.15806451612903,26.700000000000003,34.53548387096774,23.1,0.0,8.0,0.0,3.3333333333333335,0.4552083333333334
d10077795,2018-09-01,5,5.0,0.39,1,4,0.9,0.9,0.8800000000000001,0.13999999999999999,0.0,0.0,0.3,0.0,0.42500000000000004,0.38125,29.07333333333333,25.55333333333333,33.43333333333333,122.6,0.0,8.0,2.0,3.6666666666666665,0.433125
d10077795,2018-10-01,1,5.0,0.5125000000000001,0,1,0.9,0.9,0.9,0.7,0.0,0.0,0.0,0.7,0.0,0.5125000000000001,27.11290322580645,23.89032258064516,30.793548387096774,253.9,0.0,14.0,0.0,3.3333333333333335,0.44145833333333334
d10077795,2018-11-01,3,5.0,0.4166666666666667,0,3,0.8666666666666667,0.9,0.8000000000000002,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,25.89,23.146666666666665,29.03333333333333,243.7,0.0,14.0,0.0,3.0,0.4397222222222223
d10077795,2019-01-01,4,4.75,0.43125,0,4,0.9,0.9,0.875,0.35,-0.175,0.0,0.6000000000000001,0.0,0.0,0.43125,22.36774193548387,20.164516129032258,25.358064516129037,264.3,0.0,17.0,1.0,2.6666666666666665,0.4534722222222223
d10077795,2019-02-01,2,5.0,0.48125000000000007,0,2,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.4,0.0,0.0,0.9,0.0,0.0,0.48125000000000007,25.225,22.15,28.73928571428572,1.6,0.0,2.0,5.0,3.0,0.4430555555555556
d10077795,2019-03-01,3,5.0,0.5416666666666666,0,3,0.9,0.9,0.8666666666666667,0.8000000000000002,0.0,0.0,0.8666666666666667,0.0,0.0,0.5416666666666666,26.416129032258063,23.80967741935484,30.490322580645163,34.6,0.0,5.0,0.0,3.0,0.4847222222222222
d10077795,2019-04-01,2,5.0,0.35625,1,1,0.9,0.8500000000000001,0.4,0.7,0.0,0.0,0.0,0.0,0.4125,0.30000000000000004,28.116666666666667,25.07333333333333,32.42,0.0,0.0,0.0,4.0,2.3333333333333335,0.4597222222222222
d10077795,2019-07-01,2,5.0,0.26875000000000004,1,1,0.9,0.8500000000000001,0.4,0.0,0.0,0.0,0.0,0.0,0.325,0.21250000000000002,31.0258064516129,27.151612903225807,36.36774193548387,63.9,0.0,9.0,0.0,2.3333333333333335,0.38888888888888884
d10077795,2019-08-01,4,5.0,0.25,2,2,0.825,0.8,0.375,0.0,0.0,0.0,0.0,0.0,0.30625,0.19374999999999998,30.4,26.948387096774194,35.3258064516129,174.1,0.0,12.0,0.0,2.6666666666666665,0.2916666666666667
d10077795,2019-10-01,2,5.0,0.29375,1,1,0.8500000000000001,0.75,0.45,0.3,0.0,0.0,0.0,0.0,0.375,0.21250000000000002,27.364516129032257,24.358064516129037,30.983870967741936,638.7,0.0,16.0,0.0,2.6666666666666665,0.27083333333333337
d10077795,2020-01-01,3,5.0,0.3541666666666667,1,2,0.8666666666666667,0.9,0.8333333333333334,0.2333333333333333,0.0,0.0,0.0,0.0,0.4,0.33125000000000004,23.76774193548387,20.983870967741936,27.04516129032258,27.5,0.0,8.0,8.0,3.0,0.29930555555555555
d10077795,2020-02-01,2,5.0,0.31875,2,0,0.9,0.8500000000000001,0.8,0.0,0.0,0.0,0.0,0.0,0.31875,0.0,23.948275862068964,20.76551724137931,27.620689655172413,1.0,0.0,2.0,0.0,2.3333333333333335,0.3222222222222222
d10077795,2020-03-01,4,5.0,0.371875,2,2,0.9,0.875,0.8250000000000001,0.0,0.0,0.0,0.375,0.0,0.41875,0.325,26.9,24.22258064516129,30.52258064516129,30.5,0.0,3.0,0.0,3.0,0.34826388888888893
d10077795,2020-04-01,1,5.0,0.4375,0,1,0.9,0.9,0.9,0.0,0.0,0.0,0.8,0.0,0.0,0.4375,26.613333333333333,24.08,30.15666666666667,104.9,0.0,5.0,2.0,2.3333333333333335,0.3760416666666666
d10077795,2022-05-01,1,5.0,0.42500000000000004,0,1,0.9,0.9,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.42500000000000004,27.92258064516129,25.096774193548388,32.31612903225806,111.3,0.0,12.0,3.0,2.0,0.4114583333333333
d10077795,2022-07-01,1,5.0,0.4375,0,1,0.9,0.9,0.9,0.0,0.0,0.0,0.8,0.0,0.0,0.4375,29.716129032258067,26.05161290322581,34.20322580645161,52.6,0.0,8.0,0.0,1.0,0.43333333333333335
d10077795,2022-08-01,3,5.0,0.4583333333333333,0,3,0.9,0.8666666666666667,0.6,0.4666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.4583333333333333,29.0258064516129,25.44516129032258,33.7,186.5,0.0,11.0,0.0,1.6666666666666667,0.44027777777777777
d10077795,2022-10-01,4,5.0,0.49687500000000007,0,4,0.8500000000000001,0.9,0.775,0.175,0.0,0.175,0.575,0.525,0.0,0.49687500000000007,26.34193548387097,23.677419354838708,29.280645161290323,1191.0,0.0,22.0,0.0,2.6666666666666665,0.4642361111111111
d10077795,2022-11-01,3,5.0,0.4375,0,3,0.9,0.9,0.9,0.0,0.0,0.0,0.8000000000000002,0.0,0.0,0.4375,26.313333333333333,23.82,29.30333333333333,165.0,0.0,17.0,0.0,3.3333333333333335,0.4642361111111111
d10077795,2022-12-01,3,5.0,0.4000000000000001,0,3,0.9,0.8666666666666667,0.9,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.4000000000000001,22.029032258064515,20.19032258064516,24.46451612903226,316.1,0.0,21.0,0.0,3.3333333333333335,0.4447916666666667
d10077795,2023-01-01,3,5.0,0.30416666666666664,0,3,0.8333333333333334,0.8333333333333334,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.30416666666666664,21.003225806451614,19.02258064516129,24.0,188.3,0.0,18.0,9.0,3.0,0.38055555555555554
d10077795,2023-02-01,5,5.0,0.3225,1,4,0.82,0.8400000000000001,0.64,0.13999999999999999,0.0,0.0,0.13999999999999999,0.0,0.325,0.321875,23.62142857142857,21.685714285714287,26.23928571428572,100.5,0.0,13.0,0.0,3.6666666666666665,0.3422222222222222
d10077795,2023-03-01,7,4.857142857142857,0.44642857142857145,0,7,0.8857142857142858,0.7428571428571429,0.7857142857142857,0.1142857142857143,0.0,0.0,0.7142857142857143,0.32857142857142857,0.0,0.44642857142857145,24.516129032258064,21.716129032258067,28.038709677419355,28.6,0.0,12.0,0.0,5.0,0.3576984126984127
d10077795,2023-04-01,1,5.0,0.4125,0,1,0.9,0.9,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.4125,27.886666666666667,25.363333333333333,31.933333333333334,28.1,0.0,7.0,2.0,4.333333333333333,0.39380952380952383
d10077795,2023-05-01,6,4.833333333333333,0.3895833333333334,0,6,0.8833333333333333,0.8833333333333333,0.8500000000000001,0.0,0.0,0.0,0.3833333333333333,0.11666666666666665,0.0,0.3895833333333334,29.5258064516129,26.38064516129032,33.932258064516134,77.10000000000001,0.0,15.0,3.0,4.666666666666667,0.4161706349206349
d10077795,2023-06-01,3,5.0,0.29583333333333334,0,3,0.6,0.9,0.6,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.29583333333333334,30.35333333333333,26.57333333333333,35.50666666666667,137.8,0.0,19.0,0.0,3.3333333333333335,0.3659722222222222
d10077795,2023-07-01,3,5.0,0.20833333333333334,0,3,0.0,0.8666666666666667,0.0,0.26666666666666666,0.0,0.0,0.0,0.5333333333333333,0.0,0.20833333333333334,30.01290322580645,26.693548387096776,34.60322580645161,110.6,0.0,15.0,0.0,4.0,0.29791666666666666
d10077795,2023-08-01,2,5.0,0.28125,0,2,0.9,0.9,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,30.8,27.27741935483871,35.63548387096775,53.400000000000006,0.0,17.0,0.0,2.6666666666666665,0.26180555555555557
d10077795,2023-09-01,2,5.0,0.325,0,2,0.9,0.45,0.9,0.0,0.0,0.0,0.0,0.35,0.0,0.325,28.953333333333333,25.84333333333333,33.29,508.9,0.0,12.0,3.0,2.3333333333333335,0.27152777777777776
d10077795,2023-10-01,3,5.0,0.3875,0,3,0.9,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.3875,26.738709677419354,24.641935483870967,29.62258064516129,1757.7,0.0,23.0,0.0,2.3333333333333335,0.33125
d10077795,2023-11-01,1,5.0,0.5,0,1,0.9,0.9,0.8,0.7,0.7,0.0,0.0,0.0,0.0,0.5,25.523333333333333,23.16333333333333,28.5,727.7,0.0,22.0,0.0,2.0,0.4041666666666666
d10077795,2023-12-01,5,5.0,0.32999999999999996,0,5,0.82,0.8,0.6,0.0,0.0,0.0,0.41999999999999993,0.0,0.0,0.32999999999999996,23.703225806451613,21.80967741935484,26.580645161290324,317.9,0.0,19.0,0.0,3.0,0.40583333333333327
d10077795,2024-01-01,6,5.0,0.29375,0,6,0.7999999999999999,0.6666666666666666,0.31666666666666665,0.11666666666666665,0.0,0.11666666666666665,0.3333333333333333,0.0,0.0,0.29375,22.948387096774194,20.66774193548387,26.0,37.9,0.0,15.0,1.0,4.0,0.37458333333333327
d10077795,2024-02-01,3,5.0,0.44583333333333336,0,3,0.9,0.9,0.5333333333333333,0.5333333333333333,0.0,0.0,0.6999999999999998,0.0,0.0,0.44583333333333336,24.35172413793104,22.355172413793102,27.620689655172413,28.4,0.0,5.0,7.0,4.666666666666667,0.3565277777777777
d10077795,2024-03-01,4,5.0,0.325,1,3,0.825,0.825,0.575,0.2,0.0,0.0,0.175,0.0,0.2875,0.3375000000000001,25.94193548387097,23.396774193548385,30.187096774193545,13.4,0.0,5.0,0.0,4.333333333333333,0.35486111111111107
d10077795,2024-04-01,4,5.0,0.23750000000000002,0,4,0.825,0.675,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.23750000000000002,28.92,26.18,33.93,4.1,0.0,1.0,3.0,3.6666666666666665,0.3361111111111111
d10077795,2024-05-01,2,5.0,0.26875000000000004,0,2,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.26875000000000004,29.47741935483871,26.506451612903227,33.858064516129026,206.0,0.0,9.0,1.0,3.3333333333333335,0.2770833333333333
d10077795,2024-06-01,1,5.0,0.225,0,1,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,30.74,26.896666666666665,36.07666666666667,38.6,0.0,11.0,0.0,2.3333333333333335,0.24374999999999994
d10077795,2024-07-01,2,5.0,0.3625,0,2,0.8500000000000001,0.9,0.35,0.0,0.0,0.4,0.4,0.0,0.0,0.3625,29.638709677419357,26.635483870967743,33.82258064516129,197.1,0.0,22.0,0.0,1.6666666666666667,0.28541666666666665
d10077795,2024-08-01,4,5.0,0.4625,0,4,0.875,0.8500000000000001,0.8500000000000001,0.0,0.0,0.0,0.8,0.32499999999999996,0.0,0.4625,30.05161290322581,25.79032258064516,35.73225806451613,63.6,0.0,16.0,0.0,2.3333333333333335,0.3499999999999999
d10077795,2024-09-01,2,5.0,0.31875,0,2,0.9,0.45,0.8500000000000001,0.0,0.0,0.0,0.35,0.0,0.0,0.31875,29.066666666666663,26.06,33.333333333333336,370.5,0.0,18.0,2.0,2.6666666666666665,0.3812499999999999
d10077795,2024-10-01,2,5.0,0.48124999999999996,0,2,0.8500000000000001,0.8500000000000001,0.75,0.35,0.0,0.35,0.7,0.0,0.0,0.48124999999999996,26.45483870967742,24.141935483870967,29.706451612903223,706.7,0.0,24.0,0.0,2.6666666666666665,0.4208333333333332
d10077795,2024-11-01,1,5.0,0.41250000000000003,0,1,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.6,0.0,0.41250000000000003,25.5,23.24333333333333,28.176666666666662,613.3,0.0,16.0,0.0,1.6666666666666667,0.4041666666666666
d10077795,2024-12-01,3,5.0,0.3583333333333334,0,3,0.8666666666666667,0.9,0.8666666666666667,0.0,0.0,0.0,0.0,0.2333333333333333,0.0,0.3583333333333334,22.248387096774195,20.67096774193548,24.62903225806452,442.2,0.0,24.0,0.0,2.0,0.41736111111111107
d10077795,2025-01-01,4,5.0,0.325,1,3,0.875,0.65,0.8500000000000001,0.0,0.0,0.0,0.225,0.0,0.3125,0.32916666666666666,20.73548387096774,18.364516129032257,24.41290322580645,82.6,0.0,12.0,6.0,2.6666666666666665,0.36527777777777776
d10077795,2025-02-01,5,5.0,0.395,1,4,0.8800000000000001,0.8800000000000001,0.8400000000000001,0.0,0.0,0.16,0.27999999999999997,0.12,0.3375,0.40937500000000004,22.40714285714285,20.589285714285715,25.135714285714283,124.7,0.0,15.0,1.0,4.0,0.3594444444444444
d10077795,2025-03-01,1,5.0,0.4125,0,1,0.9,0.9,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.4125,23.851612903225806,21.483870967741936,27.625806451612902,1.7,0.0,4.0,0.0,3.3333333333333335,0.37749999999999995
d10077795,2025-04-01,7,5.0,0.3785714285714286,0,7,0.8857142857142858,0.8714285714285716,0.7857142857142857,0.08571428571428572,0.0,0.1142857142857143,0.09999999999999999,0.1857142857142857,0.0,0.3785714285714286,26.216666666666665,23.446666666666665,30.13,18.5,0.0,6.0,2.0,4.333333333333333,0.3953571428571428
d10077795,2025-05-01,3,5.0,0.4416666666666667,0,3,0.8666666666666667,0.8666666666666667,0.8000000000000002,0.26666666666666666,0.0,0.0,0.3,0.4333333333333333,0.0,0.4416666666666667,28.948387096774194,25.861290322580647,33.02580645161291,87.6,0.0,20.0,1.0,3.6666666666666665,0.41091269841269834
d10077795,2025-08-01,1,5.0,0.4375,0,1,0.9,0.9,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.4375,29.1,25.72258064516129,33.71612903225807,264.0,0.0,22.0,0.0,3.6666666666666665,0.41924603174603176
d10077795,2025-10-01,3,5.0,0.2041666666666667,0,3,0.7999999999999999,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2041666666666667,27.92645161290323,24.771167964404896,32.18223655913979,237.56,0.0,20.6,0.0,2.3333333333333335,0.3611111111111111
d10077795,2025-11-01,2,5.0,0.21875,0,2,0.8500000000000001,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21875,26.752903225806453,23.819755283648497,30.648344086021506,211.12,0.0,19.2,0.0,2.0,0.28680555555555554
d10077795,2025-12-01,3,5.0,0.41250000000000003,0,3,0.9,0.9,0.8000000000000002,0.2333333333333333,0.0,0.0,0.4666666666666666,0.0,0.0,0.41250000000000003,25.57935483870968,22.868342602892103,29.114451612903228,184.68,0.0,17.8,0.0,2.6666666666666665,0.2784722222222222
d10077795,2026-01-01,2,5.0,0.45625000000000004,0,2,0.9,0.9,0.8,0.0,0.0,0.0,0.4,0.6499999999999999,0.0,0.45625000000000004,24.405806451612904,21.916929922135704,27.580559139784945,158.24,0.0,16.4,1.0,2.3333333333333335,0.3625
d10623407,2017-01-01,6,5.0,0.33958333333333335,0,6,0.7000000000000001,0.8333333333333334,0.7833333333333333,0.0,0.0,0.0,0.0,0.4000000000000001,0.0,0.33958333333333335,23.23225806451613,20.96551724137931,26.046666666666667,131.8,0.0,15.0,8.0,6.0,0.33958333333333335
d10623407,2017-02-01,7,5.0,0.425,0,7,0.9,0.9,0.8142857142857143,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.425,22.675,20.14074074074074,25.653846153846157,60.2,0.0,10.0,1.0,6.5,0.3822916666666667
d10623407,2017-03-01,9,5.0,0.4013888888888889,0,9,0.8666666666666667,0.8666666666666667,0.7333333333333334,0.0,0.0,0.0,0.07777777777777778,0.6666666666666666,0.0,0.4013888888888889,25.20967741935484,22.55483870967742,28.896774193548385,15.2,0.0,5.0,0.0,7.333333333333333,0.3886574074074074
d10623407,2017-04-01,9,4.888888888888889,0.39166666666666666,0,9,0.8999999999999999,0.8666666666666667,0.7777777777777778,0.0,0.0,0.0,0.0,0.5888888888888889,0.0,0.39166666666666666,27.113333333333333,24.382758620689657,31.32068965517241,32.5,0.0,8.0,2.0,8.333333333333334,0.4060185185185185
d10623407,2017-05-01,4,5.0,0.465625,0,4,0.9,0.9,0.875,0.0,0.0,0.0,0.175,0.875,0.0,0.465625,28.858064516129037,25.526666666666664,32.971428571428575,75.10000000000001,0.0,10.0,2.0,7.333333333333333,0.4195601851851852
d10623407,2017-06-01,1,5.0,0.525,0,1,0.9,0.9,0.8,0.0,0.0,0.0,0.8,0.8,0.0,0.525,30.57,26.607142857142858,35.81481481481482,30.5,0.0,4.0,0.0,4.666666666666667,0.4607638888888889
d10623407,2017-07-01,8,4.75,0.3734375,0,8,0.8625,0.65,0.8500000000000001,0.0,0.0,0.0875,0.1,0.4375,0.0,0.3734375,28.90322580645161,25.679310344827588,33.46551724137931,249.0,0.0,15.0,0.0,4.333333333333333,0.45468749999999997
d10623407,2017-08-01,5,5.0,0.2975,0,5,0.6599999999999999,0.64,0.36,0.12,0.0,0.0,0.0,0.6,0.0,0.2975,29.993548387096773,26.34,34.55925925925926,178.7,0.0,9.0,0.0,4.666666666666667,0.3986458333333333
d10623407,2017-09-01,7,4.714285714285714,0.43750000000000006,0,7,0.7285714285714285,0.8571428571428571,0.6142857142857142,0.19999999999999998,0.0,0.1142857142857143,0.3,0.6857142857142857,0.0,0.43750000000000006,29.32,25.335714285714285,34.146153846153844,189.5,0.0,4.0,2.0,6.666666666666667,0.36947916666666664
d10623407,2017-10-01,4,5.0,0.428125,0,4,0.8500000000000001,0.85,0.8250000000000001,0.0,0.0,0.0,0.0,0.9,0.0,0.428125,26.84193548387097,24.216129032258067,30.33333333333333,361.5,0.0,21.0,0.0,5.333333333333333,0.3877083333333333
d10623407,2017-11-01,6,4.666666666666667,0.41875,0,6,0.8500000000000001,0.8666666666666667,0.7999999999999999,-0.09999999999999999,0.0,0.11666666666666665,0.11666666666666665,0.7000000000000001,0.0,0.41875,24.923333333333336,23.11785714285714,27.84642857142857,791.7,0.0,24.0,0.0,5.666666666666667,0.4281249999999999
d10623407,2017-12-01,4,4.25,0.19687500000000005,0,4,0.85,0.2,0.175,-0.225,-0.225,0.0,0.175,0.625,0.0,0.19687500000000005,22.11935483870968,20.33333333333333,24.80967741935484,164.5,0.0,21.0,0.0,4.666666666666667,0.34791666666666665
d10623407,2018-01-01,8,4.875,0.3265625,0,8,0.825,0.7375,0.225,-0.075,0.1,0.0,0.30000000000000004,0.5,0.0,0.3265625,22.225806451612904,20.4,24.9741935483871,23.6,0.0,12.0,1.0,6.0,0.31406249999999997
d10623407,2018-02-01,5,5.0,0.46749999999999997,0,5,0.8800000000000001,0.8800000000000001,0.8400000000000001,0.0,0.0,0.0,0.27999999999999997,0.86,0.0,0.46749999999999997,21.49642857142857,19.03333333333333,24.82857142857143,11.7,0.0,3.0,7.0,5.666666666666667,0.33031249999999995
d10623407,2018-03-01,8,4.875,0.43125,0,8,0.8625,0.8375,0.7625000000000001,0.0875,0.0,0.0,0.44999999999999996,0.45,0.0,0.43125,24.40322580645161,21.825806451612905,27.94193548387097,30.5,0.0,5.0,0.0,7.0,0.40843749999999995
d10623407,2018-04-01,3,4.666666666666667,0.3833333333333333,0,3,0.7999999999999999,0.3,0.7666666666666666,0.4666666666666666,0.0,0.0,0.0,0.7333333333333334,0.0,0.3833333333333333,26.19333333333333,23.07241379310345,30.228571428571428,105.4,0.0,4.0,2.0,5.333333333333333,0.4273611111111111
d10623407,2018-05-01,11,4.636363636363637,0.44090909090909086,5,6,0.8,0.49090909090909096,0.7454545454545454,0.23636363636363633,0.0,0.0,0.6636363636363637,0.5909090909090909,0.445,0.4375,29.27741935483871,25.613333333333333,34.00333333333334,5.1,0.0,2.0,1.0,7.333333333333333,0.41849747474747473
d10623407,2018-06-01,4,5.0,0.55625,2,2,0.9,0.875,0.8250000000000001,0.35,0.0,0.0,0.775,0.725,0.56875,0.54375,30.21,26.616666666666667,34.92068965517242,151.2,0.0,11.0,0.0,6.0,0.46016414141414136
d10623407,2018-07-01,2,1.0,-0.3125,1,1,-0.8500000000000001,0.0,-0.4,-0.8500000000000001,0.0,0.0,-0.4,0.0,-0.30000000000000004,-0.325,29.845161290322583,26.68387096774193,34.20666666666667,184.2,0.0,14.0,0.0,5.666666666666667,0.22821969696969693
d10623407,2018-08-01,2,4.0,0.31875000000000003,1,1,0.7,0.8,0.0,0.0,0.0,0.0,0.35,0.7,0.36250000000000004,0.275,30.15806451612903,26.700000000000003,34.53548387096774,23.1,0.0,8.0,0.0,2.6666666666666665,0.1875
d10623407,2018-09-01,3,5.0,0.4041666666666666,1,2,0.8333333333333334,0.8333333333333334,0.8000000000000002,0.0,0.0,0.0,0.26666666666666666,0.5,0.5,0.35625,29.07333333333333,25.55333333333333,33.43333333333333,122.6,0.0,8.0,2.0,2.3333333333333335,0.1368055555555555
d10623407,2018-10-01,1,5.0,0.5,0,1,0.9,0.9,0.8,0.7,0.0,0.0,0.0,0.7,0.0,0.5,27.11290322580645,23.89032258064516,30.793548387096774,253.9,0.0,14.0,0.0,2.0,0.40763888888888883
d10623407,2018-11-01,2,5.0,0.45625000000000004,0,2,0.8,0.8500000000000001,0.8500000000000001,0.35,0.0,0.0,0.0,0.8,0.0,0.45625000000000004,25.89,23.146666666666665,29.03333333333333,243.7,0.0,14.0,0.0,2.0,0.4534722222222222
d10623407,2018-12-01,2,5.0,0.425,0,2,0.9,0.9,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.425,24.23548387096774,22.193548387096776,26.97741935483871,513.0999999999999,0.0,19.0,1.0,1.6666666666666667,0.46041666666666664
d10623407,2019-02-01,3,4.666666666666667,0.4749999999999999,0,3,0.8666666666666667,0.8666666666666667,0.8000000000000002,0.0,0.0,0.0,0.4666666666666666,0.8000000000000002,0.0,0.4749999999999999,25.225,22.15,28.73928571428572,1.6,0.0,2.0,5.0,2.3333333333333335,0.4520833333333332
